X_features	Y_features	association	p-values	q-values
Threonine	Thymidine	0.21899155110397617	0.06268286265684565	0.34475574461265107
Threonine	Thymine	-0.17919289152165865	0.12929025320826396	0.49700285507477815
Threonine	Trehalose	-0.42737257805750967	0.00016256229442338836	0.01660457721610324
Threonine	Trimethyllysine	-0.463963963963964	3.560252241073884e-05	0.008485267841226092
Threonine	Urocanate	0.022954461310625698	0.8471443258298198	0.9447830174559816
Urate	14-Methylhexadecanoic acid	-0.30791065037640386	0.008046733603080048	0.12507422883048336
Urate	2-hydroxyglutarate	0.5135135135135136	3.3842431294161085e-06	0.0013237407988495383
Urate	3-(2-Hydroxyphenyl)Propanoate	0.21609280513390106	0.06632936669569803	0.35392162080167233
Urate	3-Methoxytyramine	-0.28766727201185927	0.013594095513164487	0.15517836783177993
Urate	4-Acetamidobutanoate	-0.13100086387757623	0.2692799401948044	0.6572894772578591
Urate	4-Hydroxybenzoate	0.1606503764038011	0.17454496522446503	0.5619839264789618
Urate	4-Pyridoxate	-0.04060224608169814	0.7330592329212254	0.9012312277984484
Urate	5-Methylcytosine	0.2402288676675464	0.04064102235566317	0.2821197182941667
Urate	5-Valerolactone	-0.15407873627051713	0.1930821681780782	0.5925053658683515
Urate	5-Deoxyadenosine	-0.28995433789954345	0.012834873040604804	0.15517836783177993
Urate	Ascorbic acid	-0.1575033938047637	0.18325276173231939	0.5721647364131369
Urate	Benzyl Alcohol	-0.31277430358438674	0.007056278923206664	0.11733114953704103
Urate	Biotin	-0.3649574231766013	0.001500196508894296	0.05645476336102219
Urate	cis-10-Nonadecenoic acid	-0.2982688960733182	0.010375626538456912	0.13997307499993758
Urate	cis-11-Eicosenoic acid	-0.33293224731580906	0.0040011440396933995	0.0894005621368994
Urate	Creatine	0.04023201283475256	0.7354035679404398	0.9012312277984484
Urate	D-Pinitol	0.25088516486099677	0.03227921612534749	0.2508656470611245
Urate	D-Sedoheptulose	0.27093240046471573	0.020425496571542814	0.19391389949699445
Urate	Deoxyguanosine	0.01175490559052203	0.9213733952306697	0.9692036505394412
Urate	Dihydrouracil	-0.22457143570290836	0.05612070064100626	0.3262300890920283
Urate	Erucic acid	-0.25205923877155495	0.03145327831618523	0.24713290105574112
Urate	Fructose	0.403029742070838	0.0004073816405545276	0.032364208110720806
Urate	Glycine	0.26234110823151924	0.024949419672924154	0.21492572368844304
Urate	Guanidinoacetate	0.25888559792669386	0.02699473525966112	0.2218532840305483
Urate	Histidine	0.3681352585462175	0.001353469113330234	0.05376280089061763
Urate	Hypotaurine	0.23435764531654946	0.04596882725531877	0.29610550889687315
Urate	Kynurenate	-0.11330098700892634	0.33987428505671813	0.7003173308805576
Urate	Malonate	0.017462668147599655	0.8834184928552467	0.958786220483943
Urate	Melatonin	0.1372823168041434	0.24678680478434195	0.6443475033456676
Urate	Mesaconic acid	0.5117549055905222	3.702771465313394e-06	0.0013237407988495383
Urate	Methylguanidine	-0.11104292064189866	0.34964785919212704	0.710222213984008
Urate	Myo-Inositol	0.388837467604591	0.000674531686349089	0.043844559612690785
Urate	N-Acetylasparagine	0.2706405035172159	0.0205668356146438	0.19391389949699445
Urate	N-Acetylglutamate	-0.09440947797112183	0.4269105741594017	0.7622187012256673
Urate	N-Acetylmethionine	-0.08166728372207825	0.4921640577818527	0.8089593133655739
Urate	N-Acetylserotonin	-0.1018328262846028	0.39129314993846454	0.7421076981591569
Urate	N-Formyl-L-Methionine	-0.026828445637159335	0.8217408139832452	0.933197271316228
Urate	Oleic acid	-0.3341046525978033	0.0038667781173129826	0.08918536625415428
Urate	Oxoglutarate	-0.2643465383191411	0.023823778907648755	0.21029631998726986
Urate	Palmitic acid	-0.2359002838454894	0.044516108876014746	0.2893547076940958
Urate	Palmitoleic acid	-0.3100394915463409	0.007599136829307756	0.12074184073233434
Urate	Pentadecanoic acid	-0.37014068863383937	0.0012676728190163362	0.05331682738804002
Urate	Pentanoate	-0.14932740960138222	0.20733897026280249	0.6129751020720057
Urate	Pipecolate	-0.2126372948290757	0.07089765987240718	0.362713962313372
Urate	Quinolinate	-0.19329260767616938	0.10132149244648753	0.44631056564030036
Urate	Raffinose	0.3454276194002222	0.0027614929952228186	0.0731284256142339
Urate	Stachydrine	-0.0733678884363816	0.5373215703086404	0.8332735593474007
Urate	Stachyose	0.37696571727367084	0.0010112332972939606	0.04820212050434545
Urate	Succinic Acid	0.32040602246081706	0.005717426340460329	0.10757789035339828
Urate	Taurine	0.23787486116253242	0.0427121502922053	0.28855777125586324
Urate	Thymidine	-0.13152496947401257	0.26735219387973935	0.6572894772578591
Urate	Thymine	-0.03119215105516476	0.7933447624637466	0.9245263131542917
Urate	Trehalose	0.28745526348266076	0.013666401776511147	0.15517836783177993
Urate	Trimethyllysine	0.4199062075774405	0.00021708279420612947	0.019401774732172822
Urate	Urocanate	-0.13004442798963348	0.27282188108256994	0.6612462541492796
Uridine	14-Methylhexadecanoic acid	0.20406022460816986	0.08333217026623137	0.38942811595003546
Uridine	2-hydroxyglutarate	-0.17641614216956686	0.13543147786265047	0.5088037913152486
Uridine	3-(2-Hydroxyphenyl)Propanoate	-0.10573244477354068	0.37331270369184844	0.7312423432067577
Uridine	3-Methoxytyramine	0.19169964809744702	0.10422220650743405	0.44631056564030036
Uridine	4-Acetamidobutanoate	0.07984697025792918	0.5018948460776922	0.8167590438128105
Uridine	4-Hydroxybenzoate	-0.2262125138837468	0.05430101722799157	0.3208696472563138
Uridine	4-Pyridoxate	0.07093051956065656	0.5509597949149196	0.8363827035332644
Uridine	5-Methylcytosine	-0.24171703911612613	0.03937518669265101	0.2787451335172819
Uridine	5-Valerolactone	0.07349129951869679	0.5366354696031276	0.8332735593474007
Uridine	5-Deoxyadenosine	0.1678699247192398	0.15571771389525316	0.5378655335029275
Uridine	Ascorbic acid	0.2563865235098112	0.028560691057273987	0.23205561484035114
Uridine	Benzyl Alcohol	0.14256278765138675	0.22890258566940092	0.6360053181841693
Uridine	Biotin	0.09585955818832533	0.4198114060266207	0.7599117855924907
Uridine	cis-10-Nonadecenoic acid	0.1320085182497057	0.26558187774393766	0.6572894772578591
Uridine	cis-11-Eicosenoic acid	0.12874861162532397	0.2776701863890396	0.6662220915039038
Uridine	Creatine	0.021411822781685796	0.8573050924263533	0.9483005536899874
Uridine	D-Pinitol	0.01076853062802704	0.9279527080617371	0.9700090442458217
Uridine	D-Sedoheptulose	-0.11014165834915744	0.3535970432820503	0.7141861184934067
Uridine	Deoxyguanosine	-0.1634271257558929	0.16711611535781332	0.553185289263132
Uridine	Dihydrouracil	0.007418223237504747	0.9503333117187187	0.9776810329192575
Uridine	Erucic acid	0.05031520764050334	0.6724839537812133	0.8843968317407472
Uridine	Fructose	-0.14769221276070596	0.21241421753792036	0.6199027164882166
Uridine	Glycine	-0.17064667407133163	0.148893152707471	0.5234257450425015
Uridine	Guanidinoacetate	-0.16364309514994446	0.16654821641785242	0.553185289263132
Uridine	Histidine	-0.10443662840923117	0.37923114369703315	0.7312423432067577
Uridine	Hypotaurine	-0.02107244230531902	0.8595436302970184	0.9483005536899874
Uridine	Kynurenate	0.07628994836044946	0.5211931976797709	0.8208218862137361
Uridine	Malonate	0.03205602863137111	0.787753633503147	0.9219347556831253
Uridine	Melatonin	0.0752057260115549	0.5271490037880094	0.8265603897114622
Uridine	Mesaconic acid	-0.1523818338886832	0.1980906484154219	0.6001475153263841
Uridine	Methylguanidine	0.1348536638191749	0.2553257001150178	0.6473683531285026
Uridine	Myo-Inositol	-0.1665124028137727	0.15913752017938873	0.5392574735936632
Uridine	N-Acetylasparagine	-0.3348451190916945	0.003783996544160759	0.08918536625415428
Uridine	N-Acetylglutamate	0.08678884363815872	0.46532605024776663	0.7773554344092363
Uridine	N-Acetylmethionine	0.16753054424287303	0.15656750346028428	0.5382007931447272
Uridine	N-Acetylserotonin	0.14145336749761062	0.23258297413801934	0.6360053181841693
Uridine	N-Formyl-L-Methionine	-0.19347971094140107	0.10098495645865242	0.44631056564030036
Uridine	Oleic acid	0.1334999382944589	0.2601714999356258	0.6550092339928608
Uridine	Oxoglutarate	0.10628779464395906	0.37079345854890633	0.7303507516872397
Uridine	Palmitic acid	0.22972972972972977	0.05056308628167833	0.30889442984861976
Uridine	Palmitoleic acid	0.056676539553251894	0.6338822206563566	0.8722011303042825
Uridine	Pentadecanoic acid	0.262526224854992	0.024843660340516566	0.21492572368844304
Uridine	Pentanoate	0.017154140441811676	0.8854642062716344	0.958786220483943
Uridine	Pipecolate	0.07833518449956807	0.5100514366178911	0.81914745214361
Uridine	Quinolinate	0.1266506232259657	0.28564088513061314	0.6666335796567532
Uridine	Raffinose	-0.18758484511909174	0.11201398105962537	0.4694894392798355
Uridine	Stachydrine	0.0005862026409971617	0.9960727718240832	0.9960727718240832
Uridine	Stachyose	-0.1866215128517223	0.11390150391886918	0.4694894392798355
Uridine	Succinic Acid	-0.03424657534246576	0.7736246355116273	0.9112711933950799
Uridine	Taurine	-0.35850919412563254	0.0018427862860977253	0.05729846053541896
Uridine	Thymidine	-0.11568809991517137	0.32973051861165814	0.694978213198816
Uridine	Thymine	-0.2601814142910034	0.02621173053636961	0.21792310852911945
Uridine	Trehalose	-0.20588053807231896	0.08055818846833551	0.3865711728514087
Uridine	Trimethyllysine	-0.08626434653831916	0.4680373920760643	0.7789307669515129
Uridine	Urocanate	-0.050166604961125516	0.6733963829561366	0.8843968317407472
